Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.0492238998413086	0	18.9696969697	9.16179434749	61.0	8.0	18.9696969697	9.16179434749	5008	5008
1.8954880237579346	1	21.5560344828	10.5844859533	72.0	9.0	21.5560344828	10.5844859533	5001	10009
2.687849998474121	2	22.3644444444	12.2818955387	83.0	9.0	22.3644444444	12.2818955387	5032	15041
3.4852449893951416	3	23.9282296651	13.8691636624	116.0	9.0	23.9282296651	13.8691636624	5001	20042
4.276536703109741	4	27.489010989	13.6927585783	83.0	9.0	27.489010989	13.6927585783	5003	25045
5.06192684173584	5	28.2598870056	16.9162184735	153.0	9.0	28.2598870056	16.9162184735	5002	30047
5.856846809387207	6	29.8273809524	15.3951898115	115.0	11.0	29.8273809524	15.3951898115	5011	35058
6.648780822753906	7	33.7181208054	18.1019041369	132.0	12.0	33.7181208054	18.1019041369	5024	40082
7.464067697525024	8	34.5342465753	18.3725392103	108.0	11.0	34.5342465753	18.3725392103	5042	45124
8.252259731292725	9	40.5161290323	20.8684372999	122.0	10.0	40.5161290323	20.8684372999	5024	50148
9.031153917312622	10	38.1908396947	17.61423544	124.0	12.0	38.1908396947	17.61423544	5003	55151
9.816681861877441	11	38.7984496124	16.5718449217	106.0	11.0	38.7984496124	16.5718449217	5005	60156
10.616652727127075	12	44.9821428571	19.6164026404	146.0	11.0	44.9821428571	19.6164026404	5038	65194
11.420996904373169	13	39.9047619048	15.6684034354	99.0	9.0	39.9047619048	15.6684034354	5028	70222
12.215023756027222	14	43.4310344828	17.8287950634	118.0	14.0	43.4310344828	17.8287950634	5038	75260
13.005311965942383	15	45.8990825688	19.4930921447	158.0	16.0	45.8990825688	19.4930921447	5003	80263
13.79651689529419	16	53.3191489362	19.7053901072	108.0	15.0	53.3191489362	19.7053901072	5012	85275
14.5899178981781	17	51.8350515464	26.1556326994	165.0	16.0	51.8350515464	26.1556326994	5028	90303
15.395960807800293	18	53.1041666667	25.3691410176	151.0	15.0	53.1041666667	25.3691410176	5098	95401
16.1842098236084	19	55.6	27.7235559688	182.0	18.0	55.6	27.7235559688	5004	100405
16.989511966705322	20	53.2105263158	20.7099745797	156.0	12.0	53.2105263158	20.7099745797	5055	105460
17.79160499572754	21	52.7684210526	22.2168511823	144.0	19.0	52.7684210526	22.2168511823	5013	110473
18.5973858833313	22	55.2417582418	22.620296565	129.0	18.0	55.2417582418	22.620296565	5027	115500
19.398478746414185	23	54.8152173913	21.0609515805	162.0	25.0	54.8152173913	21.0609515805	5043	120543
20.18842601776123	24	59.6666666667	20.7544219805	126.0	26.0	59.6666666667	20.7544219805	5012	125555
20.98643207550049	25	59.1647058824	22.1454268596	128.0	22.0	59.1647058824	22.1454268596	5029	130584
21.774383783340454	26	59.5714285714	23.9509845281	154.0	24.0	59.5714285714	23.9509845281	5004	135588
22.60162591934204	27	60.8072289157	23.4548825196	146.0	24.0	60.8072289157	23.4548825196	5047	140635
23.3923180103302	28	63.1875	24.6419833567	122.0	20.0	63.1875	24.6419833567	5055	145690
24.181931972503662	29	63.3291139241	21.4987320904	127.0	25.0	63.3291139241	21.4987320904	5003	150693
25.049546003341675	30	64.4102564103	23.5178251532	136.0	19.0	64.4102564103	23.5178251532	5024	155717
25.849743843078613	31	64.4230769231	27.423796157	157.0	28.0	64.4230769231	27.423796157	5025	160742
26.65827989578247	32	69.3561643836	22.993370017	145.0	26.0	69.3561643836	22.993370017	5063	165805
27.455261945724487	33	69.1506849315	26.1506024095	139.0	20.0	69.1506849315	26.1506024095	5048	170853
28.25362277030945	34	71.4225352113	26.1860418532	176.0	28.0	71.4225352113	26.1860418532	5071	175924
29.048845767974854	35	76.1515151515	27.6291690529	153.0	36.0	76.1515151515	27.6291690529	5026	180950
29.845792055130005	36	69.8472222222	32.9421461396	200.0	25.0	69.8472222222	32.9421461396	5029	185979
30.646822929382324	37	79.375	29.3585060076	141.0	36.0	79.375	29.3585060076	5080	191059
31.447682857513428	38	74.0588235294	25.725292174	174.0	22.0	74.0588235294	25.725292174	5036	196095
32.251346826553345	39	86.2711864407	35.7727433918	172.0	29.0	86.2711864407	35.7727433918	5090	201185
33.055004835128784	40	82.9016393443	27.5167340549	174.0	31.0	82.9016393443	27.5167340549	5057	206242
33.8565456867218	41	85.1694915254	30.702593355	173.0	31.0	85.1694915254	30.702593355	5025	211267
34.77131700515747	42	81.564516129	30.5986616657	182.0	35.0	81.564516129	30.5986616657	5057	216324
35.580891847610474	43	85.2881355932	34.7348556672	177.0	24.0	85.2881355932	34.7348556672	5032	221356
36.36877393722534	44	104.333333333	38.75851161	200.0	36.0	104.333333333	38.75851161	5008	226364
37.170037031173706	45	109.652173913	39.081974824	200.0	57.0	109.652173913	39.081974824	5044	231408
38.0027117729187	46	122.951219512	42.4441964889	200.0	48.0	122.951219512	42.4441964889	5041	236449
38.80877900123596	47	126.8	41.4525029401	200.0	54.0	126.8	41.4525029401	5072	241521
39.61958193778992	48	147.6	41.3045829349	200.0	69.0	147.6	41.3045829349	5166	246687
40.44387674331665	49	152.941176471	42.0013593453	200.0	46.0	152.941176471	42.0013593453	5200	251887
41.24201488494873	50	169.433333333	36.7021192243	200.0	61.0	169.433333333	36.7021192243	5083	256970
42.035680055618286	51	180.0	28.7489130229	200.0	110.0	180.0	28.7489130229	5040	262010
42.84248399734497	52	181.535714286	32.5241472303	200.0	104.0	181.535714286	32.5241472303	5083	267093
