Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.4673740863800049	0	22.6888888889	11.3545335483	63.0	10.0	22.6888888889	11.3545335483	1021	1021
0.771327018737793	1	22.7954545455	12.4983263342	63.0	9.0	22.7954545455	12.4983263342	1003	2024
1.032121181488037	2	28.8611111111	16.2568836322	80.0	10.0	28.8611111111	16.2568836322	1039	3063
1.2133471965789795	3	28.6857142857	14.0707831614	74.0	10.0	28.6857142857	14.0707831614	1004	4067
1.4351122379302979	4	23.8333333333	13.8854440172	63.0	11.0	23.8333333333	13.8854440172	1001	5068
1.6641032695770264	5	26.3947368421	13.4468534251	66.0	10.0	26.3947368421	13.4468534251	1003	6071
1.8751111030578613	6	30.7058823529	18.5242756654	102.0	12.0	30.7058823529	18.5242756654	1044	7115
2.054887294769287	7	31.5	19.5624001595	84.0	11.0	31.5	19.5624001595	1008	8123
2.250760316848755	8	35.8620689655	18.1083408824	93.0	12.0	35.8620689655	18.1083408824	1040	9163
2.5242271423339844	9	32.9375	18.7915165367	86.0	10.0	32.9375	18.7915165367	1054	10217
2.7135322093963623	10	36.6428571429	14.3507448431	61.0	15.0	36.6428571429	14.3507448431	1026	11243
2.9140889644622803	11	38.5925925926	20.3892841486	93.0	13.0	38.5925925926	20.3892841486	1042	12285
3.102658987045288	12	36.9642857143	18.020785901	92.0	15.0	36.9642857143	18.020785901	1035	13320
3.3035061359405518	13	51.0476190476	28.1026624573	115.0	12.0	51.0476190476	28.1026624573	1072	14392
3.482913017272949	14	43.652173913	17.4844246108	82.0	22.0	43.652173913	17.4844246108	1004	15396
3.667335271835327	15	42.375	22.4235971319	88.0	14.0	42.375	22.4235971319	1017	16413
3.8460850715637207	16	43.7826086957	23.6219435966	95.0	19.0	43.7826086957	23.6219435966	1007	17420
4.037856101989746	17	51.65	25.652046702	104.0	11.0	51.65	25.652046702	1033	18453
4.216541290283203	18	53.7894736842	30.8145197275	139.0	13.0	53.7894736842	30.8145197275	1022	19475
4.6227991580963135	19	53.5	23.1160117667	102.0	22.0	53.5	23.1160117667	1070	20545
4.997236967086792	20	54.3157894737	25.9555341053	101.0	18.0	54.3157894737	25.9555341053	1032	21577
5.330240964889526	21	50.3333333333	19.948345995	87.0	18.0	50.3333333333	19.948345995	1057	22634
5.600463151931763	22	59.5555555556	28.1567481989	113.0	11.0	59.5555555556	28.1567481989	1072	23706
5.862178087234497	23	64.25	28.7717309177	141.0	24.0	64.25	28.7717309177	1028	24734
6.062422037124634	24	64.5625	24.8519836985	99.0	22.0	64.5625	24.8519836985	1033	25767
6.246727228164673	25	60.0588235294	18.7882021437	89.0	19.0	60.0588235294	18.7882021437	1021	26788
6.454442024230957	26	70.4	25.5416000543	111.0	25.0	70.4	25.5416000543	1056	27844
6.6561760902404785	27	66.5	16.5340557638	103.0	22.0	66.5	16.5340557638	1064	28908
6.828625202178955	28	84.1666666667	46.034105714	200.0	35.0	84.1666666667	46.034105714	1010	29918
7.013154029846191	29	71.6428571429	25.4995998368	133.0	37.0	71.6428571429	25.4995998368	1003	30921
7.28140115737915	30	65.0	17.9652442232	121.0	44.0	65.0	17.9652442232	1040	31961
7.556020975112915	31	77.5384615385	30.1754239907	144.0	29.0	77.5384615385	30.1754239907	1008	32969
7.830864191055298	32	73.2857142857	42.1755321271	174.0	28.0	73.2857142857	42.1755321271	1026	33995
8.086000204086304	33	72.4285714286	19.8843595598	120.0	39.0	72.4285714286	19.8843595598	1014	35009
8.298078298568726	34	78.3076923077	41.9218771882	200.0	33.0	78.3076923077	41.9218771882	1018	36027
8.57935619354248	35	85.6666666667	37.2051370408	154.0	44.0	85.6666666667	37.2051370408	1028	37055
8.796194076538086	36	85.75	26.6649739046	141.0	50.0	85.75	26.6649739046	1029	38084
8.973560094833374	37	91.1818181818	35.8020268137	152.0	38.0	91.1818181818	35.8020268137	1003	39087
9.161513090133667	38	102.3	50.9746015188	200.0	38.0	102.3	50.9746015188	1023	40110
9.361622095108032	39	71.7857142857	39.5676248817	167.0	20.0	71.7857142857	39.5676248817	1005	41115
9.613438129425049	40	89.75	22.6720275523	111.0	29.0	89.75	22.6720275523	1077	42192
9.894227981567383	41	81.4615384615	23.4672124287	116.0	53.0	81.4615384615	23.4672124287	1059	43251
10.17690896987915	42	107.8	38.3609176115	200.0	56.0	107.8	38.3609176115	1078	44329
10.370222091674805	43	109.3	33.964834756	175.0	44.0	109.3	33.964834756	1093	45422
10.580092191696167	44	127.444444444	48.1112394148	200.0	63.0	127.444444444	48.1112394148	1147	46569
10.816517114639282	45	163.142857143	55.0854623586	200.0	34.0	163.142857143	55.0854623586	1142	47711
11.067398071289062	46	188.5	21.8765475643	200.0	140.0	188.5	21.8765475643	1131	48842
11.29112696647644	47	154.428571429	37.2898191501	200.0	110.0	154.428571429	37.2898191501	1081	49923
11.494423151016235	48	171.166666667	40.8265300455	200.0	110.0	171.166666667	40.8265300455	1027	50950
11.67830228805542	49	169.666666667	21.1318611475	191.0	128.0	169.666666667	21.1318611475	1018	51968
11.922460079193115	50	166.857142857	57.43923142	200.0	40.0	166.857142857	57.43923142	1168	53136
12.13319706916809	51	150.714285714	55.2726082657	200.0	40.0	150.714285714	55.2726082657	1055	54191
12.3266019821167	52	171.333333333	27.7348557274	200.0	130.0	171.333333333	27.7348557274	1028	55219
12.533940076828003	53	192.833333333	16.0251538387	200.0	157.0	192.833333333	16.0251538387	1157	56376
