Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.43921375274658203	0	24.2142857143	11.6813561555	59.0	10.0	24.2142857143	11.6813561555	1017	1017
0.6357288360595703	1	22.2173913043	10.5828266206	51.0	9.0	22.2173913043	10.5828266206	1022	2039
0.8094978332519531	2	29.3142857143	17.3102305482	75.0	9.0	29.3142857143	17.3102305482	1026	3065
0.9843311309814453	3	23.8571428571	12.6238086257	65.0	12.0	23.8571428571	12.6238086257	1002	4067
1.1588590145111084	4	26.1282051282	12.4739307382	59.0	11.0	26.1282051282	12.4739307382	1019	5086
1.3367259502410889	5	26.2820512821	16.1736549283	76.0	10.0	26.2820512821	16.1736549283	1025	6111
1.5172491073608398	6	31.96875	18.6337804387	81.0	10.0	31.96875	18.6337804387	1023	7134
1.6926569938659668	7	42.0416666667	24.5568713511	105.0	12.0	42.0416666667	24.5568713511	1009	8143
1.8707458972930908	8	41.44	28.8153847797	136.0	9.0	41.44	28.8153847797	1036	9179
2.0494699478149414	9	40.8846153846	27.9660878745	130.0	10.0	40.8846153846	27.9660878745	1063	10242
2.223763942718506	10	44.8695652174	25.780519015	102.0	11.0	44.8695652174	25.780519015	1032	11274
2.3983139991760254	11	42.1666666667	22.9993961273	125.0	20.0	42.1666666667	22.9993961273	1012	12286
2.574993848800659	12	45.7391304348	26.9366687061	134.0	14.0	45.7391304348	26.9366687061	1052	13338
2.7446470260620117	13	53.1578947368	26.5176468709	107.0	21.0	53.1578947368	26.5176468709	1010	14348
2.922210931777954	14	49.8095238095	28.6649263829	131.0	17.0	49.8095238095	28.6649263829	1046	15394
3.098383903503418	15	47.0454545455	32.4015674042	128.0	14.0	47.0454545455	32.4015674042	1035	16429
3.3002660274505615	16	61.8235294118	35.9873103356	150.0	17.0	61.8235294118	35.9873103356	1051	17480
3.478003978729248	17	69.3333333333	30.2052239779	133.0	20.0	69.3333333333	30.2052239779	1040	18520
3.701504945755005	18	58.0	28.1780056072	131.0	18.0	58.0	28.1780056072	1102	19622
3.8780689239501953	19	52.25	22.0156194553	102.0	16.0	52.25	22.0156194553	1045	20667
4.054297924041748	20	46.2272727273	25.6761860276	119.0	14.0	46.2272727273	25.6761860276	1017	21684
4.26018214225769	21	57.8947368421	32.9191909104	143.0	12.0	57.8947368421	32.9191909104	1100	22784
4.435612916946411	22	68.5333333333	37.8292068234	172.0	30.0	68.5333333333	37.8292068234	1028	23812
4.608947038650513	23	67.7333333333	19.299280355	111.0	34.0	67.7333333333	19.299280355	1016	24828
4.776760816574097	24	58.8823529412	27.2825786968	106.0	11.0	58.8823529412	27.2825786968	1001	25829
4.988699913024902	25	61.2352941176	34.9394929283	144.0	16.0	61.2352941176	34.9394929283	1041	26870
5.166396856307983	26	69.9333333333	22.8311677805	127.0	43.0	69.9333333333	22.8311677805	1049	27919
5.3383989334106445	27	78.7692307692	37.5912302501	173.0	26.0	78.7692307692	37.5912302501	1024	28943
5.515548944473267	28	85.5833333333	38.3328804321	185.0	39.0	85.5833333333	38.3328804321	1027	29970
5.682369709014893	29	83.6666666667	41.9271855589	188.0	33.0	83.6666666667	41.9271855589	1004	30974
5.85310697555542	30	67.4	25.1523358756	113.0	27.0	67.4	25.1523358756	1011	31985
6.025301933288574	31	77.1538461538	25.5729609424	123.0	20.0	77.1538461538	25.5729609424	1003	32988
6.19408106803894	32	91.4545454545	37.7849504345	144.0	21.0	91.4545454545	37.7849504345	1006	33994
6.367785930633545	33	94.0	35.2626508569	175.0	48.0	94.0	35.2626508569	1034	35028
6.54296088218689	34	80.2307692308	45.1103840104	168.0	21.0	80.2307692308	45.1103840104	1043	36071
6.723568916320801	35	107.9	32.4667522244	173.0	56.0	107.9	32.4667522244	1079	37150
6.898169755935669	36	94.2727272727	33.7048442946	188.0	63.0	94.2727272727	33.7048442946	1037	38187
7.068932771682739	37	101.1	53.5676208171	200.0	43.0	101.1	53.5676208171	1011	39198
7.244336843490601	38	129.625	52.8605181113	200.0	37.0	129.625	52.8605181113	1037	40235
7.429494142532349	39	123.222222222	62.417550555	200.0	17.0	123.222222222	62.417550555	1109	41344
7.616575002670288	40	121.888888889	38.6966677992	182.0	59.0	121.888888889	38.6966677992	1097	42441
7.7962119579315186	41	147.857142857	34.1066753895	200.0	103.0	147.857142857	34.1066753895	1035	43476
7.972543001174927	42	148.714285714	60.1633829922	200.0	20.0	148.714285714	60.1633829922	1041	44517
8.145004034042358	43	146.142857143	46.3447595171	200.0	55.0	146.142857143	46.3447595171	1023	45540
8.346439838409424	44	133.111111111	62.5751893404	200.0	43.0	133.111111111	62.5751893404	1198	46738
8.545889139175415	45	138.125	64.6015431317	200.0	29.0	138.125	64.6015431317	1105	47843
8.733742952346802	46	183.333333333	16.9672887902	200.0	161.0	183.333333333	16.9672887902	1100	48943
8.917550802230835	47	183.333333333	23.746344748	200.0	145.0	183.333333333	23.746344748	1100	50043
9.101157903671265	48	180.166666667	29.8128421248	200.0	123.0	180.166666667	29.8128421248	1081	51124
9.29981279373169	49	171.285714286	45.4083512952	200.0	98.0	171.285714286	45.4083512952	1199	52323
9.478222846984863	50	175.333333333	37.535168694	200.0	102.0	175.333333333	37.535168694	1052	53375
9.668840885162354	51	161.0	57.0338245505	200.0	51.0	161.0	57.0338245505	1127	54502
9.850889921188354	52	179.0	46.5116472868	200.0	75.0	179.0	46.5116472868	1074	55576
10.053518772125244	53	200.0	0.0	200.0	200.0	200.0	0.0	1200	56776
10.257243871688843	54	199.0	2.2360679775	200.0	194.0	199.0	2.2360679775	1194	57970
10.436865091323853	55	177.166666667	32.3955586805	200.0	127.0	177.166666667	32.3955586805	1063	59033
10.631777048110962	56	165.142857143	42.5085825668	200.0	96.0	165.142857143	42.5085825668	1156	60189
10.826438903808594	57	193.833333333	12.9153225107	200.0	165.0	193.833333333	12.9153225107	1163	61352
11.016958951950073	58	189.166666667	16.2728471865	200.0	158.0	189.166666667	16.2728471865	1135	62487
11.212160110473633	59	194.166666667	13.0437298687	200.0	165.0	194.166666667	13.0437298687	1165	63652
11.387535810470581	60	177.5	33.7527776635	200.0	113.0	177.5	33.7527776635	1065	64717
11.590851783752441	61	200.0	0.0	200.0	200.0	200.0	0.0	1200	65917
11.807184934616089	62	176.333333333	16.996731712	200.0	160.0	176.333333333	16.996731712	1058	66975
12.013743877410889	63	190.666666667	13.646326327	200.0	166.0	190.666666667	13.646326327	1144	68119
12.259146928787231	64	192.666666667	16.397831835	200.0	156.0	192.666666667	16.397831835	1156	69275
12.452849864959717	65	192.166666667	17.5158658237	200.0	153.0	192.166666667	17.5158658237	1153	70428
12.64808988571167	66	191.666666667	17.3269218912	200.0	153.0	191.666666667	17.3269218912	1150	71578
12.83148980140686	67	177.333333333	32.9427112154	200.0	108.0	177.333333333	32.9427112154	1064	72642
13.032655954360962	68	200.0	0.0	200.0	200.0	200.0	0.0	1200	73842
13.212272882461548	69	175.833333333	25.7773587131	200.0	139.0	175.833333333	25.7773587131	1055	74897
13.41081190109253	70	189.666666667	14.7158267031	200.0	166.0	189.666666667	14.7158267031	1138	76035
13.607664823532104	71	192.833333333	16.0251538387	200.0	157.0	192.833333333	16.0251538387	1157	77192
13.793076038360596	72	179.666666667	30.5541413814	200.0	120.0	179.666666667	30.5541413814	1078	78270
13.975430011749268	73	180.0	35.7957166898	200.0	102.0	180.0	35.7957166898	1080	79350
14.165292024612427	74	188.0	14.8323969742	200.0	160.0	188.0	14.8323969742	1128	80478
14.350328922271729	75	181.833333333	18.3159008029	200.0	160.0	181.833333333	18.3159008029	1091	81569
14.547828912734985	76	197.0	6.7082039325	200.0	182.0	197.0	6.7082039325	1182	82751
14.752344846725464	77	200.0	0.0	200.0	200.0	200.0	0.0	1200	83951
14.953119039535522	78	200.0	0.0	200.0	200.0	200.0	0.0	1200	85151
15.154192924499512	79	200.0	0.0	200.0	200.0	200.0	0.0	1200	86351
15.342931985855103	80	186.5	30.1869176962	200.0	119.0	186.5	30.1869176962	1119	87470
15.546109914779663	81	200.0	0.0	200.0	200.0	200.0	0.0	1200	88670
15.746437788009644	82	200.0	0.0	200.0	200.0	200.0	0.0	1200	89870
15.94615888595581	83	200.0	0.0	200.0	200.0	200.0	0.0	1200	91070
16.146785736083984	84	200.0	0.0	200.0	200.0	200.0	0.0	1200	92270
16.33883285522461	85	187.5	27.9508497187	200.0	125.0	187.5	27.9508497187	1125	93395
16.520019054412842	86	181.0	42.4852915725	200.0	86.0	181.0	42.4852915725	1086	94481
16.738860845565796	87	192.0	15.7585955381	200.0	157.0	192.0	15.7585955381	1152	95633
16.927606105804443	88	181.5	27.1400687791	200.0	132.0	181.5	27.1400687791	1089	96722
17.11950993537903	89	185.5	21.5541952606	200.0	145.0	185.5	21.5541952606	1113	97835
17.32479500770569	90	200.0	0.0	200.0	200.0	200.0	0.0	1200	99035
17.57918071746826	91	200.0	0.0	200.0	200.0	200.0	0.0	1200	100235
17.780059814453125	92	200.0	0.0	200.0	200.0	200.0	0.0	1200	101435
18.033723831176758	93	200.0	0.0	200.0	200.0	200.0	0.0	1200	102635
18.28549575805664	94	193.333333333	14.90711985	200.0	160.0	193.333333333	14.90711985	1160	103795
18.49824285507202	95	198.333333333	3.7267799625	200.0	190.0	198.333333333	3.7267799625	1190	104985
18.69236469268799	96	190.833333333	20.4972897937	200.0	145.0	190.833333333	20.4972897937	1145	106130
18.89386796951294	97	200.0	0.0	200.0	200.0	200.0	0.0	1200	107330
19.091641902923584	98	196.166666667	8.57159391375	200.0	177.0	196.166666667	8.57159391375	1177	108507
19.297533988952637	99	200.0	0.0	200.0	200.0	200.0	0.0	1200	109707
